url_path,views_total,views_unique
/bagarrattaa/email-nuker,801,472
/bagarrattaa/email-nuker/blob/main/bomber.py,47,35
/bagarrattaa/email-nuker/blob/main/emailbomber.py,44,38
/bagarrattaa/email-nuker/blob/main/bomber.bin,30,28
/bagarrattaa/email-nuker/releases/tag/windows2.0,20,15
/bagarrattaa/email-nuker/find/main,19,17
/bagarrattaa/email-nuker/tree/main/.github/workflows,18,17
/bagarrattaa/email-nuker/blob/main/README.md,13,13
/bagarrattaa/email-nuker/issues,11,10
/bagarrattaa/email-nuker/search,10,5
