url_path,views_total,views_unique
/bagarrattaa/email-nuker,898,473
/bagarrattaa/email-nuker/blob/main/bomber.py,77,49
/bagarrattaa/email-nuker/blob/main/emailbomber.py,61,44
/bagarrattaa/email-nuker/blob/main/README.md,26,19
/bagarrattaa/email-nuker/tree/main/.github/workflows,22,16
/bagarrattaa/email-nuker/commits,19,4
/bagarrattaa/email-nuker/releases/tag/v1.0.0,16,12
/bagarrattaa/email-nuker/issues,14,9
/bagarrattaa/email-bomber,12,10
/bagarrattaa/email-nuker/blob/main/.github/workflows/dd.yml,11,10
