time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-10-21 00:00:00+00:00,15,14,94,41
2022-10-22 00:00:00+00:00,17,15,68,45
2022-10-23 00:00:00+00:00,12,11,76,36
2022-10-24 00:00:00+00:00,19,14,75,40
2022-10-25 00:00:00+00:00,20,18,67,49
2022-10-26 00:00:00+00:00,15,14,90,46
2022-10-27 00:00:00+00:00,17,17,110,60
2022-10-28 00:00:00+00:00,16,13,68,45
2022-10-29 00:00:00+00:00,22,18,70,36
2022-10-30 00:00:00+00:00,19,15,57,27
2022-10-31 00:00:00+00:00,14,14,80,42
2022-11-01 00:00:00+00:00,11,11,60,28
2022-11-02 00:00:00+00:00,9,8,54,26
2022-11-03 00:00:00+00:00,6,6,53,25
