referrer,views_total,views_unique
github.com,508,308
Google,151,84
yandex.ru,20,9
emailnuker.onrender.com,11,9
Bing,6,4
yandex.com,5,3
DuckDuckGo,4,3
t.me,2,2
facebook.com,2,2
github-com.translate.goog,2,1
