url_path,views_total,views_unique
/bagarrattaa/email-nuker,734,456
/bagarrattaa/email-nuker/blob/main/bomber.py,57,39
/bagarrattaa/email-nuker/issues,48,33
/bagarrattaa/email-nuker/blob/main/emailbomber.py,45,35
/bagarrattaa/email-nuker/blob/main/bomber.bin,23,17
/bagarrattaa/email-nuker/find/main,15,14
/bagarrattaa/email-nuker/issues/16,15,14
/bagarrattaa/email-nuker/tree/main/.github/workflows,15,12
/bagarrattaa/email-nuker/blob/main/README.md,14,9
/bagarrattaa/email-nuker/releases/tag/windows2.0,13,13
