referrer,views_total,views_unique
github.com,440,274
Google,186,92
yandex.ru,9,6
DuckDuckGo,7,5
yandex.com,4,2
t.me,3,3
emailnuker.onrender.com,2,2
search.brave.com,2,1
Yahoo,1,1
