referrer,views_total,views_unique
github.com,616,363
Google,219,105
Bing,11,6
pythonawesome.com,9,1
DuckDuckGo,6,5
search.brave.com,5,4
youtube.com,5,4
yandex.ru,2,2
cracked.io,1,1
shell.cloud.google.com,1,1
