referrer,views_total,views_unique
github.com,507,253
Google,192,106
search.brave.com,14,2
emailnuker.herokuapp.com,6,6
Bing,6,5
lm.facebook.com,2,1
errorsfind.com,1,1
github-com.translate.goog,1,1
