referrer,views_total,views_unique
github.com,616,325
Google,183,90
search.brave.com,6,2
mail.google.com,4,1
away.vk.com,3,1
DuckDuckGo,2,2
pythonrepo.com,2,1
yandex.ru,1,1
awesomeopensource.com,1,1
errorsfind.com,1,1
